시군구,상가명,지번주소,건물명,건물유형,등록전유부수,실제영업중수,비고
은평구,낙원악기,서울특별시 은평구 역촌동 48-2, ,일반,,,일반건축물(단일단위)
은평구,운동화손세탁슈슈,서울특별시 은평구 구산동 363-9, ,일반,,,일반건축물(단일단위)
은평구,AHLA호텔경영연구소,서울특별시 은평구 녹번동 73-3, ,일반,,,일반건축물(단일단위)
은평구,보물찾기,서울특별시 은평구 증산동 189-27, ,일반,,,일반건축물(단일단위)
은평구,이김순두부,서울특별시 은평구 응암동 88-23, ,일반,,,일반건축물(단일단위)
은평구,바로굼빵터,서울특별시 은평구 구산동 202-2, ,일반,,,일반건축물(단일단위)
은평구,제일상사,서울특별시 은평구 갈현동 519-3,라비앙로즈,집합,1,1,
은평구,신광공인중개사사무소,서울특별시 은평구 응암동 120-47, ,일반,,,일반건축물(단일단위)
은평구,주희쥬얼리,서울특별시 은평구 응암동 589-38, ,일반,,,일반건축물(단일단위)
은평구,유소사,서울특별시 은평구 갈현동 452-8, ,일반,,,일반건축물(단일단위)
은평구,맛지고,서울특별시 은평구 응암동 592-34, ,일반,,,일반건축물(단일단위)
은평구,경희공인중개사사무소,서울특별시 은평구 응암동 167-2,다베로,집합,0,1,불일치(등록<실제)
은평구,트러스트원,서울특별시 은평구 응암동 335-18, ,일반,,,일반건축물(단일단위)
은평구,봄날,서울특별시 은평구 불광동 281-55, ,일반,,,일반건축물(단일단위)
은평구,피디에프,서울특별시 은평구 신사동 12-28, ,집합,1,1,
은평구,큰사랑온누리약국,서울특별시 은평구 구산동 2-36, ,일반,,,일반건축물(단일단위)
서대문구,경희궁삼성마취통증의학과의원,서울특별시 서대문구 충정로2가 2-2,학교법인이화학당,일반,,,일반건축물(단일단위)
서대문구,일이구원룸,서울특별시 서대문구 신촌동 1-129, ,일반,,,일반건축물(단일단위)
서대문구,푸영어교습소,서울특별시 서대문구 홍은동 37-3, ,일반,,,일반건축물(단일단위)
서대문구,조이스,서울특별시 서대문구 대현동 56-45, ,일반,,,일반건축물(단일단위)
서대문구,처가집,서울특별시 서대문구 홍제동 330-78, ,일반,,,일반건축물(단일단위)
서대문구,알파열쇠,서울특별시 서대문구 현저동 200,독립문극동아파트,집합,1,23,불일치(등록<실제)
서대문구,삼호설비,서울특별시 서대문구 북아현동 1-511, ,일반,,,일반건축물(단일단위)
서대문구,우리동네포차,서울특별시 서대문구 홍제동 102-3, ,집합,1,1,
서대문구,인더라인북,서울특별시 서대문구 북가좌동 418-22,한울뉴타운아파트,집합,1,2,불일치(등록<실제)
서대문구,가케하시,서울특별시 서대문구 창천동 53-11, ,일반,,,일반건축물(단일단위)
서대문구,파리바게뜨,서울특별시 서대문구 남가좌동 341-10, ,일반,,,일반건축물(단일단위)
서대문구,뉴욕스탠다드,서울특별시 서대문구 연희동 92-18, ,일반,,,일반건축물(단일단위)
서대문구,해피돈,서울특별시 서대문구 북아현동 1-521, ,일반,,,일반건축물(단일단위)
서대문구,홍제떡집,서울특별시 서대문구 홍제동 174-21, ,일반,,,일반건축물(단일단위)
서대문구,리앙헤어커뮤니티,서울특별시 서대문구 북가좌동 294-16, ,일반,,,일반건축물(단일단위)
서대문구,재영공인중개사사무소,서울특별시 서대문구 북가좌동 282-25, ,일반,,,일반건축물(단일단위)
서대문구,굿모닝할인항공권,서울특별시 서대문구 충정로2가 191,유원골든타워오피스텔,집합,1,66,불일치(등록<실제)
서대문구,DNA－이예건축사사무소,서울특별시 서대문구 홍은동 48-249, ,일반,,,일반건축물(단일단위)
서대문구,광명공인중개사,서울특별시 서대문구 홍은동 48-159, ,일반,,,일반건축물(단일단위)
서대문구,대학약국,서울특별시 서대문구 창천동 52-3, ,일반,,,일반건축물(단일단위)
서대문구,타워애드,서울특별시 서대문구 창천동 503-8, ,일반,,,일반건축물(단일단위)
서대문구,돈의문센트레빌공인중개사사무소,서울특별시 서대문구 냉천동 160-2, ,일반,,,일반건축물(단일단위)
서대문구,휴트래블,서울특별시 서대문구 홍제동 474,홍제역 해링턴플레이스,집합,1,32,불일치(등록<실제)
서대문구,떡방궁중명가,서울특별시 서대문구 남가좌동 381,DMC센트레빌,집합,1,26,불일치(등록<실제)
서대문구,무교동낙지골,서울특별시 서대문구 창천동 29-61, ,일반,,,일반건축물(단일단위)
서대문구,신현무관,서울특별시 서대문구 충정로3가 30-8, ,일반,,,일반건축물(단일단위)
서대문구,연대북문우리집,서울특별시 서대문구 연희동 75-18,럭스하우스,집합,1,2,불일치(등록<실제)
서대문구,굿모닝의료기,서울특별시 서대문구 냉천동 194, ,일반,,,일반건축물(단일단위)
서대문구,엔디미온,서울특별시 서대문구 창천동 62-37, ,일반,,,일반건축물(단일단위)
서대문구,모디돌,서울특별시 서대문구 남가좌동 332-6, ,일반,,,일반건축물(단일단위)
서대문구,애창노래방,서울특별시 서대문구 홍은동 427-4, ,일반,,,일반건축물(단일단위)
서대문구,뉴트럴애스펙트,서울특별시 서대문구 연희동 190-14, ,일반,,,일반건축물(단일단위)
서대문구,위드엘,서울특별시 서대문구 홍제동 131-10, ,일반,,,일반건축물(단일단위)
서대문구,디자인연구소이선건축사사무소,서울특별시 서대문구 영천동 325, ,집합,1,11,불일치(등록<실제)
서대문구,보엘,서울특별시 서대문구 연희동 128-25,소통 라이브러ㅣ,일반,,,일반건축물(단일단위)
서대문구,신도토탈사무기,서울특별시 서대문구 대신동 125-5, ,일반,,,일반건축물(단일단위)
서대문구,시크잇,서울특별시 서대문구 북아현동 3-39, ,일반,,,일반건축물(단일단위)
서대문구,테리맘스키친,서울특별시 서대문구 홍은동 48-162, ,일반,,,일반건축물(단일단위)
서대문구,두드림드럼,서울특별시 서대문구 냉천동 42-2, ,일반,,,일반건축물(단일단위)
서대문구,프라임가발헤어,서울특별시 서대문구 홍은동 439-1,홍은 동아 더 프라임,집합,1,9,불일치(등록<실제)
마포구,성모탑정형외과의원,서울특별시 마포구 도화동 544,고려빌딩,집합,1,79,불일치(등록<실제)
마포구,마포청과,서울특별시 마포구 마포동 188-1, ,일반,,,일반건축물(단일단위)
마포구,곰두리여행,서울특별시 마포구 상암동 1640,마포창업복지관,일반,,,일반건축물(단일단위)
마포구,뉴월드유학센타,서울특별시 마포구 동교동 146-8,한국특허기술진흥원빌딩,일반,,,일반건축물(단일단위)
마포구,라이브필,서울특별시 마포구 용강동 26-4, ,일반,,,일반건축물(단일단위)
마포구,즐거운포차,서울특별시 마포구 망원동 394-111, ,일반,,,일반건축물(단일단위)
마포구,119컴퓨터,서울특별시 마포구 공덕동 22-8, ,일반,,,일반건축물(단일단위)
마포구,법무사김기동사무소,서울특별시 마포구 공덕동 456,한국사회복지회관 르네상스타워,집합,1,148,불일치(등록<실제)
마포구,김형민세무회계사무소,서울특별시 마포구 서교동 358-35,다열어빌딩,일반,,,일반건축물(단일단위)
마포구,모비티,서울특별시 마포구 공덕동 479,공덕 SK 리더스뷰,집합,1,0,
마포구,파마트엘지약국,서울특별시 마포구 동교동 165-8,LG팰리스빌딩,집합,1,193,불일치(등록<실제)
마포구,C&PBizSolution,서울특별시 마포구 성산동 56-1,씨에스타워,일반,,,일반건축물(단일단위)
마포구,에스지디자인,서울특별시 마포구 서교동 351-21, ,일반,,,일반건축물(단일단위)
마포구,해오름약국,서울특별시 마포구 용강동 494-26, ,일반,,,일반건축물(단일단위)
마포구,더피드,서울특별시 마포구 창전동 6-137, ,일반,,,일반건축물(단일단위)
마포구,쁠랑풀리,서울특별시 마포구 연남동 487-32, ,일반,,,일반건축물(단일단위)
마포구,앤드,서울특별시 마포구 합정동 444-11, ,일반,,,일반건축물(단일단위)
마포구,소셜이노베이션그룹,서울특별시 마포구 성산동 226-1, ,일반,,,일반건축물(단일단위)
마포구,힐링,서울특별시 마포구 공덕동 256-13,제일빌딩,집합,1,83,불일치(등록<실제)
마포구,크리에이티브아이디,서울특별시 마포구 망원동 456-24, ,일반,,,일반건축물(단일단위)
마포구,세상속으로가는요가원，책들,서울특별시 마포구 도화동 25-13,효성 해링턴 스퀘어,일반,,,일반건축물(단일단위)
마포구,케이투상암월드컵,서울특별시 마포구 성산동 515,샤워장,일반,,,일반건축물(단일단위)
마포구,이유투어즈,서울특별시 마포구 노고산동 31-90,신촌르·메이에르타운(Ⅱ),집합,1,34,불일치(등록<실제)
마포구,TheMonoCo.,서울특별시 마포구 망원동 471-2,프리마빌딩,일반,,,일반건축물(단일단위)
마포구,세무사김운룡사무소,서울특별시 마포구 공덕동 463,마포현대하이엘,집합,1,69,불일치(등록<실제)
마포구,여명,서울특별시 마포구 도화동 181-2, ,일반,,,일반건축물(단일단위)
마포구,마음여행센터,서울특별시 마포구 대흥동 12-27,이대역 푸르지오 시티,집합,1,37,불일치(등록<실제)
마포구,두루화랑,서울특별시 마포구 상수동 354-13,알에스디티,일반,,,일반건축물(단일단위)
마포구,해피스토리,서울특별시 마포구 성산동 157-3, ,일반,,,일반건축물(단일단위)
마포구,홍익요가연구원,서울특별시 마포구 동교동 183-12, ,일반,,,일반건축물(단일단위)
마포구,쟈스민헤어,서울특별시 마포구 연남동 565-15,지남빌딩,일반,,,일반건축물(단일단위)
마포구,에이플랜건축사사무소,서울특별시 마포구 도화동 37,진도빌딩,집합,1,36,불일치(등록<실제)
마포구,인더월드,서울특별시 마포구 동교동 200-29,동진빌딩,일반,,,일반건축물(단일단위)
양천구,남플란트치과의원,서울특별시 양천구 신정동 1183-5, ,일반,,,일반건축물(단일단위)
양천구,신월닭집,서울특별시 양천구 신월동 179-11, ,일반,,,일반건축물(단일단위)
양천구,트윈빌세탁소,서울특별시 양천구 목동 905-22,목동트윈빌,집합,1,57,불일치(등록<실제)
양천구,디지부성,서울특별시 양천구 신정동 89-100, ,일반,,,일반건축물(단일단위)
양천구,참다랑,서울특별시 양천구 목동 923-15,목동 굿모닝탑,집합,1,14,불일치(등록<실제)
양천구,아름다운사람들,서울특별시 양천구 신정동 969-1, ,일반,,,일반건축물(단일단위)
양천구,요리왕,서울특별시 양천구 신정동 294-58, ,일반,,,일반건축물(단일단위)
양천구,신월,서울특별시 양천구 신월동 549-1, ,일반,,,일반건축물(단일단위)
양천구,떡볶이참잘하는집떡참양천,서울특별시 양천구 신정동 974-1, ,일반,,,일반건축물(단일단위)
양천구,정인법무사사무소,서울특별시 양천구 신정동 1013-4,성배법조빌딩,집합,1,30,불일치(등록<실제)
양천구,컴퓨터수리,서울특별시 양천구 목동 734-15, ,일반,,,일반건축물(단일단위)
양천구,아뜰리에블루멘달,서울특별시 양천구 신정동 1008-11,아르떼빌딩,집합,1,4,불일치(등록<실제)
양천구,와커치킨,서울특별시 양천구 신정동 296-168, ,일반,,,일반건축물(단일단위)
양천구,개성식당,서울특별시 양천구 목동 799-7, ,일반,,,일반건축물(단일단위)
양천구,제이드커피,서울특별시 양천구 신정동 1014-5,SM엘루이아파트,집합,1,8,불일치(등록<실제)
양천구,이은뷰티,서울특별시 양천구 목동 795-1, ,일반,,,일반건축물(단일단위)
양천구,한얼족발,서울특별시 양천구 목동 527-3, ,일반,,,일반건축물(단일단위)
양천구,대성종합주방,서울특별시 양천구 신정동 935-4, ,일반,,,일반건축물(단일단위)
양천구,김밥수니목동,서울특별시 양천구 신정동 1325,목동파크자이,집합,1,20,불일치(등록<실제)
양천구,웹툰마스터디자인스튜디오,서울특별시 양천구 목동 199-70, ,일반,,,일반건축물(단일단위)
양천구,큰맘할매순대국곰달래,서울특별시 양천구 신월동 228-1, ,일반,,,일반건축물(단일단위)
양천구,더크리홍보,서울특별시 양천구 목동 923-14,현대드림타워,집합,1,92,불일치(등록<실제)
양천구,매경부동산개발관광주,서울특별시 양천구 신정동 1190-1, ,일반,,,일반건축물(단일단위)
양천구,동천피앤씨,서울특별시 양천구 목동 917-9,현대41타워,집합,1,230,불일치(등록<실제)
양천구,십팔기보존회,서울특별시 양천구 목동 805-1, ,일반,,,일반건축물(단일단위)
양천구,대한산부인과내분비학회,서울특별시 양천구 목동 911-1,이대목동병원,일반,,,일반건축물(단일단위)
양천구,세계문화진흥협회,서울특별시 양천구 신정동 769-9, ,일반,,,일반건축물(단일단위)
양천구,유일코스,서울특별시 양천구 목동 730-7, ,일반,,,일반건축물(단일단위)
양천구,한국문화예술사업단,서울특별시 양천구 목동 923-6,대한민국예술인센터,일반,,,일반건축물(단일단위)
양천구,목동최쌤하연과학교습소,서울특별시 양천구 신정동 318-5,황금 프라자,집합,1,35,불일치(등록<실제)
양천구,LH상사,서울특별시 양천구 목동 324-74, ,일반,,,일반건축물(단일단위)
양천구,티눈,서울특별시 양천구 신정동 999-10, ,일반,,,일반건축물(단일단위)
양천구,조개천하,서울특별시 양천구 신정동 905-2, ,집합,1,10,불일치(등록<실제)
양천구,색이랑아이랑,서울특별시 양천구 목동 734-17, ,일반,,,일반건축물(단일단위)
양천구,페리카나치킨,서울특별시 양천구 목동 772-12, ,일반,,,일반건축물(단일단위)
양천구,시연헤어살롱,서울특별시 양천구 신정동 1021-9, ,집합,1,40,불일치(등록<실제)
강서구,가양성모내과의원,서울특별시 강서구 등촌동 628-6,영 스퀘어,일반,,,일반건축물(단일단위)
강서구,감자와눈사람여성의원,서울특별시 강서구 마곡동 759-2,웰튼메디플렉스,일반,,,일반건축물(단일단위)
강서구,강서척정형외과,서울특별시 강서구 화곡동 998-9,원풍빌딩,일반,,,일반건축물(단일단위)
강서구,네오건축사사무소,서울특별시 강서구 방화동 830-2,하이포트,집합,1,22,불일치(등록<실제)
강서구,김밥천국,서울특별시 강서구 화곡동 1122-4, ,집합,1,8,불일치(등록<실제)
강서구,휴먼빌공인중개사사무소,서울특별시 강서구 가양동 1479-9,휴먼빌,집합,1,11,불일치(등록<실제)
강서구,유안나미용실,서울특별시 강서구 방화동 596-55, ,일반,,,일반건축물(단일단위)
강서구,풍미식당,서울특별시 강서구 화곡동 797-3, ,일반,,,일반건축물(단일단위)
강서구,쭈꾸미마을,서울특별시 강서구 방화동 451-8, ,일반,,,일반건축물(단일단위)
강서구,개화스크린골프,서울특별시 강서구 방화동 487-12, ,일반,,,일반건축물(단일단위)
강서구,대한투어몰,서울특별시 강서구 방화동 453-45, ,일반,,,일반건축물(단일단위)
강서구,비앤비,서울특별시 강서구 화곡동 798-4,화곡동주상복합건물,일반,,,일반건축물(단일단위)
강서구,남도복국점,서울특별시 강서구 마곡동 760,마곡나루역보타닉푸르지오시티,집합,1,99,불일치(등록<실제)
강서구,가람누리,서울특별시 강서구 화곡동 397-31, ,집합,1,1,
강서구,오름산장&트레킹,서울특별시 강서구 마곡동 757-3,마곡나루역 보타닉 비즈타워,집합,1,105,불일치(등록<실제)
강서구,다이아교류중심,서울특별시 강서구 마곡동 794,문영비즈웍스,집합,1,39,불일치(등록<실제)
강서구,택스인세무회계,서울특별시 강서구 등촌동 698-1, ,집합,1,54,불일치(등록<실제)
강서구,본동당구장,서울특별시 강서구 화곡동 70-58, ,일반,,,일반건축물(단일단위)
강서구,덕우왕맥주,서울특별시 강서구 마곡동 795-5,마곡사이언스파크뷰,집합,1,31,불일치(등록<실제)
강서구,다혜구제,서울특별시 강서구 화곡동 801-17, ,일반,,,일반건축물(단일단위)
강서구,커피아리아,서울특별시 강서구 등촌동 511-11, ,일반,,,일반건축물(단일단위)
강서구,와이드앵글,서울특별시 강서구 방화동 886, ,일반,,,일반건축물(단일단위)
강서구,고릴라,서울특별시 강서구 등촌동 506-13, ,일반,,,일반건축물(단일단위)
강서구,지에스25강서,서울특별시 강서구 화곡동 1165-1,강서힐스테이트,집합,1,31,불일치(등록<실제)
강서구,라파리메디핏,서울특별시 강서구 마곡동 1168,한림리첸빌,집합,1,0,
강서구,씨유방화오피스,서울특별시 강서구 방화동 612-242,공항타워팰리스오피스텔,집합,1,5,불일치(등록<실제)
강서구,현이담,서울특별시 강서구 마곡동 800,나인스퀘어,집합,1,53,불일치(등록<실제)
강서구,명문유학원,서울특별시 강서구 마곡동 799-1,로뎀타워,집합,1,121,불일치(등록<실제)
강서구,제리왁싱,서울특별시 강서구 화곡동 1075-5, ,집합,1,4,불일치(등록<실제)
강서구,모션픽쳐,서울특별시 강서구 마곡동 801-1,열린M타워Ⅱ,집합,1,54,불일치(등록<실제)
강서구,송옥식품,서울특별시 강서구 가양동 1487,가양테크노타운,집합,1,14,불일치(등록<실제)
강서구,영보쥬얼리,서울특별시 강서구 공항동 301-48, ,일반,,,일반건축물(단일단위)
강서구,인티모,서울특별시 강서구 화곡동 342-53, ,일반,,,일반건축물(단일단위)
구로구,참튼튼병원,서울특별시 구로구 구로동 1126-34, ,일반,,,일반건축물(단일단위)
구로구,정직한이치과의원,서울특별시 구로구 오류동 148-2, ,일반,,,일반건축물(단일단위)
구로구,보석나라,서울특별시 구로구 개봉동 359-8, ,일반,,,일반건축물(단일단위)
구로구,재진스크린,서울특별시 구로구 구로동 835,나동,일반,,,일반건축물(단일단위)
구로구,태연디자인,서울특별시 구로구 항동 246-1,구로 SK V1 center,집합,1,0,
구로구,코지COZY,서울특별시 구로구 구로동 3-25,신도림테크노마트,집합,1,500,불일치(등록<실제)
구로구,스타일,서울특별시 구로구 개봉동 480,현대홈타운2단지,집합,0,15,불일치(등록<실제)
구로구,LG럭키공인중개사사무소,서울특별시 구로구 구로동 1257, ,집합,1,6,불일치(등록<실제)
구로구,모드네일,서울특별시 구로구 구로동 501,신구로자이 나인스에비뉴,집합,1,38,불일치(등록<실제)
구로구,대성B&B,서울특별시 구로구 구로동 197-30,오닉스 지식산업센터,집합,1,37,불일치(등록<실제)
구로구,세양청마루공인중개사사무소,서울특별시 구로구 고척동 41-27, ,일반,,,일반건축물(단일단위)
구로구,퍼니핏,서울특별시 구로구 온수동 45-51,온수빌딩,일반,,,일반건축물(단일단위)
구로구,구로세무회계사무소,서울특별시 구로구 구로동 212-8,대륭포스트타워1,집합,1,211,불일치(등록<실제)
구로구,율컨설팅,서울특별시 구로구 구로동 170-10,대륭포스트타워7차,집합,1,144,불일치(등록<실제)
구로구,코지코시,서울특별시 구로구 오류동 68-21,미래빌라,집합,1,1,
구로구,네일수,서울특별시 구로구 개봉동 262-24, ,일반,,,일반건축물(단일단위)
구로구,키즈포트폴리오,서울특별시 구로구 구로동 235-3,대륭포스트타워8차,집합,1,127,불일치(등록<실제)
구로구,부산어묵,서울특별시 구로구 개봉동 326-11,개봉,일반,,,일반건축물(단일단위)
구로구,도그버디,서울특별시 구로구 고척동 253-22, ,일반,,,일반건축물(단일단위)
구로구,제이헤어,서울특별시 구로구 개봉동 465-11, ,일반,,,일반건축물(단일단위)
구로구,듀크헤어,서울특별시 구로구 구로동 1280,한신휴플러스아파트,집합,1,42,불일치(등록<실제)
구로구,현대부동산공인중개사사무소,서울특별시 구로구 구로동 197-48,에이스테크노타워Ⅲ,집합,1,73,불일치(등록<실제)
구로구,미니스톱,서울특별시 구로구 개봉동 351-26, ,일반,,,일반건축물(단일단위)
구로구,변호사이동윤법률사무소,서울특별시 구로구 고척동 220-4, ,일반,,,일반건축물(단일단위)
구로구,토브카페,서울특별시 구로구 신도림동 643,신도림1차 동아아파트,집합,1,14,불일치(등록<실제)
구로구,선진플랜텍,서울특별시 구로구 구로동 235,한신아이티타워,집합,1,61,불일치(등록<실제)
구로구,휴비즈넷주,서울특별시 구로구 구로동 222-12,마리오 타워,집합,1,58,불일치(등록<실제)
구로구,피플앤트래블,서울특별시 구로구 고척동 62-160,대학본부동,일반,,,일반건축물(단일단위)
구로구,한국베어링판매협회,서울특별시 구로구 구로동 615-3,에스티엑스 더블유-타워,집합,1,36,불일치(등록<실제)
구로구,조남기획,서울특별시 구로구 구로동 1131-8,태천대,집합,1,11,불일치(등록<실제)
구로구,공지,서울특별시 구로구 구로동 170-5,우림이비지센타,집합,1,47,불일치(등록<실제)
구로구,도스토리연구소,서울특별시 구로구 개봉동 499,개봉소공인드림창작소,일반,,,일반건축물(단일단위)
구로구,명랑슈퍼,서울특별시 구로구 구로동 139-4, ,일반,,,일반건축물(단일단위)
구로구,로망휘트니스,서울특별시 구로구 고척동 39-6,신성빌딩,일반,,,일반건축물(단일단위)
금천구,금천삼성본정형외과의원,서울특별시 금천구 시흥동 994-9,제이타워,집합,1,13,불일치(등록<실제)
금천구,아비드안경콘택트,서울특별시 금천구 가산동 371-28,우림 라이온스밸리,집합,1,361,불일치(등록<실제)
금천구,진흥기업,서울특별시 금천구 가산동 481-11,대륭테크노타운8,집합,1,49,불일치(등록<실제)
금천구,대명포엠,서울특별시 금천구 가산동 371-17,BYC HIGHCITY,집합,1,79,불일치(등록<실제)
금천구,아시아애드컴,서울특별시 금천구 가산동 60-4,코오롱테크노밸리,집합,0,23,불일치(등록<실제)
금천구,마로블루,서울특별시 금천구 가산동 60-11,스타밸리,집합,1,91,불일치(등록<실제)
금천구,글로벌뉴스통신,서울특별시 금천구 시흥동 972, ,일반,,,일반건축물(단일단위)
금천구,숙이네국수,서울특별시 금천구 독산동 335-1, ,일반,,,일반건축물(단일단위)
금천구,육전국밥,서울특별시 금천구 가산동 371-42,승일VentureTower,집합,1,21,불일치(등록<실제)
금천구,에이스트,서울특별시 금천구 가산동 60-25,에이스하이엔드타워6,집합,1,61,불일치(등록<실제)
금천구,영노래연습장,서울특별시 금천구 가산동 143-44, ,일반,,,일반건축물(단일단위)
금천구,뽕잎사랑,서울특별시 금천구 시흥동 879-112, ,일반,,,일반건축물(단일단위)
금천구,스포츠브릿지,서울특별시 금천구 가산동 60-5,갑을 그레이트밸리,집합,1,90,불일치(등록<실제)
금천구,지에스25가산,서울특별시 금천구 가산동 371-41,가산 SK V1 center,집합,1,194,불일치(등록<실제)
금천구,헤일리랩,서울특별시 금천구 가산동 327-27,이앤씨드림타워8차,집합,1,26,불일치(등록<실제)
금천구,씨유대륭승리점,서울특별시 금천구 가산동 691,대륭테크노타운 20차,집합,1,169,불일치(등록<실제)
금천구,스트랜드,서울특별시 금천구 가산동 60-26,가산퍼블릭,집합,1,336,불일치(등록<실제)
금천구,쌍디지용퍼스타,서울특별시 금천구 가산동 459-24,하우스디 가산퍼스타,집합,1,183,불일치(등록<실제)
금천구,광진상사,서울특별시 금천구 독산동 1026, ,일반,,,일반건축물(단일단위)
금천구,신강얼음,서울특별시 금천구 가산동 149-1, ,일반,,,일반건축물(단일단위)
금천구,엠알커뮤니케이션즈,서울특별시 금천구 가산동 459-29,에이스 K1타워,집합,1,125,불일치(등록<실제)
금천구,서광모드,서울특별시 금천구 가산동 60-6, ,일반,,,일반건축물(단일단위)
금천구,건일메카,서울특별시 금천구 가산동 470-8,케이씨씨 웰츠밸리,집합,1,55,불일치(등록<실제)
금천구,문앤리,서울특별시 금천구 가산동 371-16,IT캐슬 2차,집합,1,107,불일치(등록<실제)
금천구,창신,서울특별시 금천구 가산동 371-37,STX V-TOWER,집합,1,117,불일치(등록<실제)
금천구,샛별구조엔지니어링,서울특별시 금천구 가산동 327-5,G밸리 더리브 스마트타워,집합,1,139,불일치(등록<실제)
금천구,데이케어,서울특별시 금천구 가산동 327-32,대륭테크노타운12차,집합,1,86,불일치(등록<실제)
금천구,원탑부동산,서울특별시 금천구 가산동 769,두산위브아파트,집합,1,22,불일치(등록<실제)
금천구,코크글리취유,서울특별시 금천구 가산동 426-5,월드메르디앙벤처센터II,집합,1,123,불일치(등록<실제)
금천구,세목기업주,서울특별시 금천구 가산동 60-73,벽산디지털밸리V,집합,1,55,불일치(등록<실제)
금천구,아이티씨지,서울특별시 금천구 가산동 660,에이스하이엔드타워10,집합,1,96,불일치(등록<실제)
금천구,밝은미소운동본부,서울특별시 금천구 가산동 219-5,가산 테라타워,집합,1,155,불일치(등록<실제)
영등포구,모모미술교습소,서울특별시 영등포구 양평동2가 23,양평동벽산블루밍아파트,집합,1,1,
영등포구,디지탈전자,서울특별시 영등포구 여의도동 17-20, ,집합,1,14,불일치(등록<실제)
영등포구,라벨르미용실,서울특별시 영등포구 영등포동3가 4, ,집합,1,3,불일치(등록<실제)
영등포구,목포낙지,서울특별시 영등포구 양평동2가 33-36, ,일반,,,일반건축물(단일단위)
영등포구,한백광고,서울특별시 영등포구 당산동3가 550,리드원센터,집합,1,93,불일치(등록<실제)
영등포구,태경행정사사무소,서울특별시 영등포구 대림동 1022-3, ,일반,,,일반건축물(단일단위)
영등포구,종로복떡집,서울특별시 영등포구 대림동 1036-14, ,일반,,,일반건축물(단일단위)
영등포구,굿옵티컬안경,서울특별시 영등포구 여의도동 1,국회 소통관,일반,,,일반건축물(단일단위)
영등포구,러브연애코치,서울특별시 영등포구 당산동1가 243, ,일반,,,일반건축물(단일단위)
영등포구,왕십리엄마네곱창,서울특별시 영등포구 당산동3가 326-1, ,일반,,,일반건축물(단일단위)
영등포구,해연유학원,서울특별시 영등포구 문래동4가 67,리버뷰 신안인스빌,집합,1,101,불일치(등록<실제)
영등포구,홍스커피홍，sCoffee,서울특별시 영등포구 당산동2가 30-2, ,집합,1,143,불일치(등록<실제)
영등포구,오렌지커뮤니케이션,서울특별시 영등포구 영등포동8가 85-12, ,일반,,,일반건축물(단일단위)
영등포구,서민수임대,서울특별시 영등포구 여의도동 26,S-TRENUE,집합,1,89,불일치(등록<실제)
영등포구,라온,서울특별시 영등포구 당산동2가 108, ,일반,,,일반건축물(단일단위)
영등포구,디자인어울림,서울특별시 영등포구 신길동 287-1, ,일반,,,일반건축물(단일단위)
영등포구,미스터브리즈커피,서울특별시 영등포구 대림동 755-37, ,일반,,,일반건축물(단일단위)
영등포구,여행이좋다,서울특별시 영등포구 도림동 265-6,도림동 하나클리닉센타,일반,,,일반건축물(단일단위)
영등포구,예인광고,서울특별시 영등포구 양평동2가 33-15, ,일반,,,일반건축물(단일단위)
영등포구,브이엠이즘,서울특별시 영등포구 여의도동 24-1, ,일반,,,일반건축물(단일단위)
영등포구,공간부식,서울특별시 영등포구 문래동2가 4-2, ,일반,,,일반건축물(단일단위)
영등포구,이미지메이커즈,서울특별시 영등포구 문래동3가 54-16, ,일반,,,일반건축물(단일단위)
영등포구,LJ커뮤니케이션,서울특별시 영등포구 문래동6가 24-1,에이스 하이테크시티2 지식산업센터,집합,1,102,불일치(등록<실제)
영등포구,토탈패션,서울특별시 영등포구 신길동 7-42, ,일반,,,일반건축물(단일단위)
영등포구,클론컨설팅,서울특별시 영등포구 여의도동 45-3,엔이에치농협캐피탈빌딩,일반,,,일반건축물(단일단위)
영등포구,서울신문,서울특별시 영등포구 여의도동 44-35, ,집합,0,95,불일치(등록<실제)
영등포구,고래스튜디오,서울특별시 영등포구 양평동4가 200-2, ,일반,,,일반건축물(단일단위)
영등포구,한옥집김치찜롯데백화점,서울특별시 영등포구 영등포동 618-496,영등포 민자역사,집합,1,282,불일치(등록<실제)
영등포구,전주집,서울특별시 영등포구 양평동5가 107-1, ,일반,,,일반건축물(단일단위)
영등포구,사비문,서울특별시 영등포구 당산동3가 183, ,일반,,,일반건축물(단일단위)
영등포구,상백임지석법률사무소,서울특별시 영등포구 양평동3가 5-4,에이스 하이테크시티3,집합,1,122,불일치(등록<실제)
영등포구,찬스커피,서울특별시 영등포구 양평동1가 9-1, ,일반,,,일반건축물(단일단위)
영등포구,동인아이비씨,서울특별시 영등포구 여의도동 12-1, ,집합,1,42,불일치(등록<실제)
영등포구,에스테틱YOU&I,서울특별시 영등포구 영등포동3가 9-13,에쉐르아이 시네마 쇼핑몰,집합,1,31,불일치(등록<실제)
영등포구,특향양꼬치,서울특별시 영등포구 대림동 1058-45, ,일반,,,일반건축물(단일단위)
영등포구,메이코트,서울특별시 영등포구 도림동 187-58, ,일반,,,일반건축물(단일단위)
영등포구,나무디자인,서울특별시 영등포구 문래동3가 77-9,메가벤처타워,집합,1,51,불일치(등록<실제)
